175    12    10
4.0189902509454125 5.493016673358932 8.907012886992234 
0    0     0     135     2     7     18	D
1    0     0     51     2     3     26	C
2    0     0     105     9     8     21	A
3    0     0     139     9     7     22	A
4    0     0     39     6     7     24	D
5    1     0     29     3     8     7	D
6    3     0     95     8     8     25	C
7    1     0     22     8     3     16	B
8    3     0     75     2     5     1	D
9    2     0     54     1     3     26	B
10    3     0     131     6     7     21	C
11    0     0     70     1     4     29	B
12    3     0     122     3     7     26	B
13    3     0     115     7     1     26	B
14    3     0     123     7     9     29	B
15    0     0     21     2     6     10	A
16    0     0     64     3     9     3	A
17    3     0     29     2     4     26	C
18    2     0     166     2     6     29	D
19    2     0     156     7     7     17	A
20    1     0     167     3     5     13	C
21    3     0     155     7     3     27	B
22    0     0     132     4     4     29	A
23    0     0     67     3     5     9	B
24    3     0     35     1     6     17	B
25    0     0     88     6     1     17	C
26    1     0     128     4     9     14	A
27    0     0     142     2     1     28	B
28    0     0     166     5     8     13	A
29    2     0     19     1     1     23	D
30    3     0     33     2     7     4	B
31    3     0     96     4     7     26	D
32    0     0     43     9     5     4	C
33    1     0     163     7     4     8	D
34    1     0     160     1     6     22	D
35    1     0     20     6     9     15	A
36    1     0     164     4     3     1	B
37    2     1     24     5     8     20	C
38    2     1     4     5     6     29	C
39    1     1     125     5     2     21	C
40    0     1     72     7     1     4	B
41    3     1     95     1     3     9	B
42    1     1     73     8     3     20	A
43    0     1     114     9     2     24	C
44    3     1     134     3     3     4	C
45    3     1     80     4     8     3	B
46    0     1     97     8     8     6	D
47    3     1     146     8     6     4	C
48    1     1     118     1     8     2	A
49    2     1     22     4     1     5	D
50    2     1     170     6     7     14	B
51    2     1     29     6     1     10	D
52    1     1     131     8     8     6	A
53    2     1     9     3     3     21	A
54    0     1     95     7     1     11	D
55    3     1     79     9     3     20	C
56    0     1     48     2     5     1	B
57    1     1     162     7     7     13	D
58    0     1     157     4     4     1	A
59    1     1     40     5     6     19	D
60    3     1     174     9     4     17	B
61    2     1     112     3     7     29	B
62    1     1     17     6     3     23	B
63    2     1     163     6     1     21	B
64    2     1     35     3     7     23	C
65    1     1     57     5     8     5	D
66    1     1     132     8     6     3	B
67    0     1     128     2     5     13	C
68    3     1     35     2     9     3	B
69    2     1     89     8     5     7	C
70    1     1     142     4     5     24	C
71    2     1     103     3     4     1	D
72    0     1     83     9     5     7	B
73    1     1     88     9     9     1	D
74    3     1     63     4     5     6	A
75    1     1     42     6     6     15	C
76    0     2     116     6     9     1	D
77    1     2     34     1     5     18	C
78    3     2     163     9     6     12	A
79    0     2     155     5     8     28	A
80    3     2     174     1     4     8	C
81    1     2     95     6     8     2	A
82    2     2     82     8     2     10	D
83    2     2     83     5     3     20	B
84    0     2     79     7     7     10	C
85    1     2     115     1     7     4	C
86    0     2     77     2     4     13	A
87    3     2     145     1     9     1	A
88    0     2     109     1     9     18	C
89    0     2     105     1     4     24	A
90    0     2     130     4     3     7	B
91    0     2     109     2     4     23	C
92    0     2     40     7     5     3	B
93    1     2     120     1     8     27	D
94    3     2     131     1     1     19	A
95    0     2     19     9     2     2	C
96    0     2     49     9     5     23	A
97    0     2     120     3     4     10	C
98    3     2     71     1     7     3	A
