188    2    122
2.6070698282396942 5.368158831855421 1.5857073169665092 
0    2     0     124     80     9     19	A
1    3     0     25     47     4     17	A
2    2     0     185     85     7     6	C
3    0     0     130     7     1     28	B
4    2     0     29     100     7     27	B
5    0     0     105     69     8     2	A
6    2     1     47     21     1     14	C
7    3     1     96     6     2     18	C
8    2     1     69     21     5     26	C
9    1     2     8     52     1     28	B
10    1     2     187     73     9     11	D
11    1     2     176     78     6     28	B
12    2     2     92     100     7     15	C
13    3     2     79     56     7     10	C
14    1     2     105     5     6     25	D
15    0     2     169     32     6     23	A
16    3     3     44     17     9     10	A
17    3     3     109     17     6     4	B
18    2     3     115     73     5     13	A
19    3     4     31     8     1     18	A
20    3     4     90     24     3     18	B
21    0     4     65     99     6     6	B
22    0     4     91     119     4     3	D
23    2     4     162     100     4     20	C
24    0     4     135     104     8     27	A
25    3     5     162     40     2     22	B
26    0     5     133     11     3     8	D
27    0     5     44     118     4     29	D
28    1     5     174     34     1     14	A
29    3     5     185     58     3     19	C
30    1     5     25     92     3     7	D
31    1     6     156     17     7     19	B
32    0     6     147     72     9     13	D
33    2     6     131     65     4     17	B
34    2     6     145     43     8     17	A
35    1     7     53     62     5     19	B
36    2     7     69     65     5     22	D
37    1     7     151     7     2     20	A
38    3     7     122     97     6     18	D
39    3     7     129     103     6     27	C
40    0     7     126     85     7     22	D
41    0     8     158     87     3     22	B
42    1     8     14     18     1     27	D
43    1     8     170     113     3     13	C
44    2     8     62     75     8     28	D
45    0     8     91     49     2     20	B
46    2     8     123     17     1     12	A
47    2     9     68     24     7     8	C
48    0     9     82     83     5     6	A
49    3     9     23     92     8     4	C
-1
